city,type,bedrooms,bathrooms,area,price
Nugegoda,house,2,1,3604,84600000.0
Colombo,house,1,2,2906,105200000.0
Negombo,house,5,2,836,25400000.0
Gampaha,house,1,1,3523,54200000.0
Nugegoda,house,4,5,4068,99400000.0
Rajagiriya,house,4,2,1470,48700000.0
Kurunegala,apartment,2,2,3817,60500000.0
Rajagiriya,house,4,3,3003,90000000.0
Negombo,house,4,3,886,24700000.0
Colombo,house,2,3,1198,46500000.0
Rajagiriya,house,1,2,4938,142200000.0
Colombo,house,5,5,3437,139200000.0
Colombo,house,5,2,1566,67200000.0
Colombo,house,1,1,1000,37400000.0
Nugegoda,house,2,1,4643,113300000.0
Kandy,apartment,5,1,2371,55900000.0
Dehiwala,house,1,1,1467,39200000.0
Dehiwala,apartment,5,3,4984,153200000.0
Galle,apartment,3,4,3357,74700000.0
Kandy,apartment,4,1,3089,68600000.0
Battaramulla,apartment,5,2,3354,111300000.0
Battaramulla,land,0,0,1634,26200000.0
Dehiwala,house,3,3,3371,90600000.0
Battaramulla,house,3,4,4056,109400000.0
Colombo,house,4,2,4325,160100000.0
Galle,house,1,2,2642,48500000.0
Gampaha,apartment,4,1,4176,83600000.0
Gampaha,apartment,4,5,4263,91300000.0
Gampaha,apartment,5,2,1553,38800000.0
Nugegoda,apartment,2,2,4266,125400000.0
Negombo,house,3,1,1704,37500000.0
Kurunegala,house,1,2,3311,41600000.0
Dehiwala,apartment,2,2,1133,39200000.0
Galle,house,3,2,4738,88700000.0
Battaramulla,apartment,2,3,1724,57400000.0
Gampaha,land,0,0,4940,53200000.0
Colombo,house,1,1,3331,113500000.0
Nugegoda,apartment,5,4,3941,124600000.0
Negombo,house,3,4,4949,99200000.0
Rajagiriya,apartment,3,1,1955,72700000.0
Negombo,house,4,4,1048,30100000.0
Kurunegala,house,3,3,4476,60000000.0
Colombo,land,0,0,3964,99900000.0
Nugegoda,house,2,1,1741,43200000.0
Gampaha,apartment,3,2,4176,85200000.0
Nugegoda,apartment,2,3,3334,93800000.0
Dehiwala,house,2,1,3008,82100000.0
Rajagiriya,house,5,3,4384,132500000.0
Rajagiriya,apartment,1,2,4289,154100000.0
Rajagiriya,house,2,3,1848,55800000.0
Nugegoda,house,3,3,3654,92900000.0
Kurunegala,house,1,2,2428,31700000.0
Negombo,house,1,1,3227,58600000.0
Battaramulla,apartment,1,1,956,31000000.0
Negombo,apartment,3,4,4005,99300000.0
Rajagiriya,house,2,2,2360,71700000.0
Kandy,house,4,5,3137,63500000.0
Gampaha,house,3,3,1693,32500000.0
Gampaha,house,1,1,3009,46300000.0
Colombo,apartment,1,2,1980,89700000.0
Battaramulla,house,5,4,4606,126300000.0
Dehiwala,house,2,2,1844,49600000.0
Rajagiriya,house,2,2,3525,99600000.0
Battaramulla,house,4,3,2790,79500000.0
Kandy,house,3,2,941,21100000.0
Kandy,house,4,1,1386,28600000.0
Battaramulla,house,4,2,3180,88400000.0
Kandy,house,2,3,4856,84200000.0
Nugegoda,house,2,2,2693,67800000.0
Gampaha,house,2,1,2903,46500000.0
Rajagiriya,house,5,1,1437,49000000.0
Kandy,apartment,2,3,2276,51400000.0
Colombo,apartment,4,2,4552,199600000.0
Galle,house,4,3,976,26400000.0
Gampaha,apartment,3,1,3627,73600000.0
Colombo,apartment,3,1,2631,120300000.0
Negombo,house,1,1,2445,45500000.0
Negombo,apartment,5,6,2416,63600000.0
Rajagiriya,land,0,0,7855,154900000.0
Galle,apartment,3,2,1448,35500000.0
Nugegoda,house,1,1,3084,71400000.0
Kurunegala,house,4,5,3436,52800000.0
Colombo,apartment,5,1,2723,120000000.0
Colombo,house,1,2,3879,135600000.0
Gampaha,house,3,2,1884,36200000.0
Gampaha,house,4,1,2474,42600000.0
Rajagiriya,apartment,1,2,1620,60500000.0
Rajagiriya,house,2,1,2397,70000000.0
Kandy,house,1,2,3511,61300000.0
Nugegoda,house,4,1,2598,66300000.0
Negombo,land,0,0,3786,48900000.0
Galle,house,4,1,4058,73000000.0
Galle,house,3,2,2094,42600000.0
Kurunegala,house,3,3,2254,33600000.0
Nugegoda,house,2,2,1242,34700000.0
Negombo,house,1,1,2936,54200000.0
Nugegoda,land,0,0,2874,46900000.0
Colombo,apartment,4,2,2323,110300000.0
Dehiwala,house,2,1,4497,121800000.0
Battaramulla,apartment,1,1,2001,60900000.0
Dehiwala,house,3,2,2711,73100000.0
Kandy,house,4,2,4755,80400000.0
Galle,house,4,5,1286,34200000.0
Dehiwala,house,2,1,2055,56200000.0
Kandy,house,3,4,1778,35500000.0
Colombo,house,4,1,4514,160900000.0
Rajagiriya,apartment,2,3,4932,168300000.0
Colombo,house,2,2,4720,167500000.0
Galle,apartment,4,5,2794,68200000.0
Negombo,apartment,2,2,3675,85200000.0
Galle,house,1,2,2867,54300000.0
Gampaha,apartment,2,1,4809,93900000.0
Kandy,apartment,3,4,2935,63700000.0
Colombo,house,3,1,2802,99400000.0
Nugegoda,house,3,1,4682,110100000.0
Rajagiriya,apartment,4,3,2761,99000000.0
Gampaha,house,3,4,1481,32200000.0
Galle,house,2,1,2469,45300000.0
Gampaha,house,1,2,1646,28100000.0
Kandy,land,0,0,3432,37500000.0
Kurunegala,house,5,1,4867,66800000.0
Kandy,house,1,1,2787,45700000.0
Colombo,apartment,5,6,2012,94500000.0
Negombo,apartment,5,1,3212,76300000.0
Dehiwala,house,5,6,1156,42500000.0
Kurunegala,land,0,0,1985,16500000.0
Negombo,apartment,2,2,2161,52000000.0
Gampaha,house,3,3,1753,34400000.0
Dehiwala,house,4,3,2841,82500000.0
Colombo,apartment,2,1,3152,134400000.0
Negombo,apartment,5,6,4657,114700000.0
Battaramulla,house,4,5,1507,46300000.0
Galle,house,2,3,4325,79200000.0
Gampaha,apartment,1,2,4816,86500000.0
Negombo,house,5,5,3530,75300000.0
Rajagiriya,apartment,5,5,3147,118700000.0
Kurunegala,house,4,4,3914,59300000.0
Kurunegala,apartment,2,1,2514,41800000.0
Negombo,house,3,3,3927,74300000.0
Colombo,apartment,4,1,1558,70300000.0
Negombo,apartment,3,2,1966,48500000.0
Gampaha,house,3,2,2873,50400000.0
Colombo,house,3,1,1590,59200000.0
Dehiwala,apartment,5,4,4875,162100000.0
Rajagiriya,house,1,2,1467,45600000.0
Kurunegala,house,1,1,2107,26800000.0
Rajagiriya,house,3,3,2370,76300000.0
Gampaha,house,2,1,1727,28600000.0
Colombo,house,3,1,936,38600000.0
Negombo,apartment,3,3,988,27500000.0
Battaramulla,land,0,0,7785,125100000.0
Kandy,land,0,0,2902,32500000.0
Kandy,house,5,6,4376,86100000.0
Colombo,house,5,5,839,40200000.0
Negombo,house,4,5,1675,40200000.0
Kurunegala,apartment,4,4,2154,40800000.0
Dehiwala,house,4,3,3842,108300000.0
Gampaha,house,4,1,1937,35700000.0
Rajagiriya,house,4,5,2560,84300000.0
Negombo,house,4,4,1681,38700000.0
Dehiwala,house,4,1,897,29900000.0
Battaramulla,house,5,4,2628,76300000.0
Nugegoda,house,4,5,4121,101400000.0
Kurunegala,house,4,3,1239,24600000.0
Dehiwala,house,5,3,2380,69800000.0
Rajagiriya,house,2,2,3113,93700000.0
Gampaha,land,0,0,4178,42900000.0
Gampaha,house,2,3,1055,21300000.0
Colombo,apartment,4,1,4809,214800000.0
Gampaha,house,4,4,3328,57700000.0
Kandy,house,3,1,761,17100000.0
Colombo,land,0,0,8984,224100000.0
Negombo,house,4,1,1193,29700000.0
Colombo,apartment,1,2,1303,56800000.0
Negombo,house,1,2,3160,58000000.0
Rajagiriya,house,1,2,2631,73400000.0
Galle,house,4,4,4229,81800000.0
Rajagiriya,apartment,2,1,1276,48700000.0
Battaramulla,house,5,2,3419,87800000.0
Rajagiriya,house,2,2,4881,148600000.0
Negombo,house,5,4,3526,73500000.0
Battaramulla,apartment,3,3,1229,44000000.0
Nugegoda,apartment,3,2,4564,126100000.0
Negombo,apartment,1,1,3963,84800000.0
Colombo,apartment,4,2,2906,135200000.0
Gampaha,apartment,3,2,4888,89800000.0
Dehiwala,house,3,2,2987,81500000.0
Kandy,apartment,4,3,1075,30600000.0
Negombo,apartment,5,4,3528,85400000.0
Gampaha,house,4,3,4828,85300000.0
Negombo,apartment,3,4,2331,58600000.0
Kurunegala,house,1,1,4746,61600000.0
Kandy,house,3,1,3506,62100000.0
Battaramulla,apartment,1,1,992,31100000.0
Negombo,house,3,1,4262,80400000.0
Battaramulla,house,5,6,3008,83300000.0
Kandy,land,0,0,4823,52800000.0
Gampaha,house,4,1,3549,57900000.0
Gampaha,house,2,2,3603,59200000.0
Dehiwala,apartment,4,1,1993,69400000.0
Kandy,house,4,3,4138,78900000.0
Kurunegala,apartment,4,3,4384,75100000.0
Nugegoda,house,1,1,1350,34700000.0
Negombo,house,4,3,1115,28500000.0
Negombo,house,5,2,1496,38100000.0
Kurunegala,apartment,5,3,3579,59900000.0
Colombo,house,4,5,1696,66800000.0
Nugegoda,house,4,2,3908,97100000.0
Gampaha,apartment,2,1,1942,37700000.0
Galle,apartment,5,2,1422,37100000.0
Nugegoda,apartment,4,1,1393,44100000.0
Kurunegala,house,2,1,4586,57600000.0
Battaramulla,house,3,3,2619,67900000.0
Dehiwala,house,3,3,4372,121900000.0
Kurunegala,house,1,2,2051,28000000.0
Battaramulla,apartment,5,5,1006,40700000.0
Kurunegala,land,0,0,7533,64700000.0
Kandy,apartment,3,1,4735,97200000.0
Nugegoda,house,2,1,2297,59400000.0
Gampaha,land,0,0,1404,14000000.0
Colombo,house,5,2,4706,167500000.0
Rajagiriya,house,3,2,2521,79000000.0
Kurunegala,house,3,3,1640,27400000.0
Colombo,house,2,3,2931,108200000.0
Gampaha,house,3,4,4731,76800000.0
Dehiwala,apartment,1,2,4483,131900000.0
Gampaha,apartment,5,3,2103,48600000.0
Kurunegala,house,5,3,2652,40800000.0
Kurunegala,house,3,2,3420,49200000.0
Dehiwala,apartment,2,3,2464,76400000.0
Kandy,house,5,3,4317,77200000.0
Nugegoda,house,2,1,2563,63200000.0
Nugegoda,house,2,3,1981,53300000.0
Kandy,house,2,1,4286,74700000.0
Galle,house,3,2,2200,41900000.0
Rajagiriya,apartment,1,2,2976,101700000.0
Galle,house,4,4,3278,62600000.0
Galle,house,3,2,1653,34800000.0
Kandy,house,5,5,4993,89400000.0
Rajagiriya,apartment,5,2,2604,99700000.0
Rajagiriya,apartment,3,3,4880,168500000.0
Kurunegala,apartment,5,4,2501,47000000.0
Dehiwala,apartment,3,2,4553,141900000.0
Colombo,apartment,3,4,3050,132200000.0
Nugegoda,apartment,2,3,1941,59900000.0
Gampaha,house,4,3,1434,29400000.0
Gampaha,land,0,0,5180,54000000.0
Nugegoda,land,0,0,5758,90900000.0
Gampaha,house,5,3,4479,78300000.0
Colombo,apartment,3,1,3737,157700000.0
Dehiwala,apartment,3,2,1823,58400000.0
Negombo,house,5,5,3330,74100000.0
Colombo,house,5,6,2377,97700000.0
Galle,house,2,2,1046,22800000.0
Galle,house,5,3,2427,49700000.0
Dehiwala,house,3,1,4485,112100000.0
Colombo,house,5,3,3499,134900000.0
Galle,house,4,3,4303,85400000.0
Rajagiriya,apartment,3,1,3638,128700000.0
Dehiwala,house,4,2,1094,35500000.0
Negombo,house,1,2,2264,42400000.0
Kurunegala,apartment,1,2,1023,17800000.0
Battaramulla,house,4,1,3418,91700000.0
Battaramulla,house,3,1,4082,104100000.0
Rajagiriya,apartment,5,5,4010,144100000.0
Kandy,apartment,1,2,1890,37800000.0
Nugegoda,house,5,4,4089,104000000.0
Kandy,house,2,2,1321,25400000.0
Kandy,apartment,5,5,4027,88700000.0
Nugegoda,apartment,1,1,1537,44400000.0
Colombo,house,1,1,3668,132600000.0
Gampaha,house,2,3,3683,60100000.0
Nugegoda,house,3,4,2240,60200000.0
Kandy,apartment,1,2,3667,75000000.0
Dehiwala,apartment,3,4,4543,142100000.0
Battaramulla,house,1,1,2970,76400000.0
Kurunegala,apartment,1,2,1663,28700000.0
Galle,house,3,2,4204,75000000.0
Rajagiriya,house,3,2,1437,45900000.0
Kandy,house,3,4,2561,48400000.0
Negombo,apartment,1,1,4718,105400000.0
Kandy,apartment,4,3,1128,31100000.0
Kandy,apartment,1,1,1213,26700000.0
Gampaha,house,3,2,1439,27800000.0
Nugegoda,house,1,1,4253,103600000.0
Dehiwala,apartment,3,4,1196,45300000.0
Colombo,house,4,2,1823,70400000.0
Rajagiriya,house,3,3,3044,90600000.0
Dehiwala,apartment,5,1,1733,63400000.0
Battaramulla,house,1,2,4924,119900000.0
Galle,house,2,2,2740,53500000.0
Galle,house,3,2,4389,81400000.0
Battaramulla,house,5,6,4306,120600000.0
Kurunegala,apartment,3,1,1191,21600000.0
Battaramulla,house,2,2,3390,90600000.0
Nugegoda,house,3,1,3986,94300000.0
Nugegoda,apartment,2,1,3409,98200000.0
Negombo,apartment,5,6,3048,75900000.0
Rajagiriya,apartment,1,1,965,34300000.0
Rajagiriya,house,3,4,2958,93300000.0
Galle,apartment,4,2,3671,81000000.0
Colombo,house,2,2,3770,140200000.0
Gampaha,apartment,1,1,1668,33100000.0
Kurunegala,house,4,3,2868,43300000.0
Kurunegala,house,2,1,4638,61800000.0
Nugegoda,house,1,1,2617,65500000.0
Kandy,apartment,4,3,4755,105200000.0
Negombo,house,3,2,4518,86000000.0
Dehiwala,house,5,6,4033,117800000.0
Dehiwala,house,2,1,2909,78300000.0
Kurunegala,house,1,1,1883,26100000.0
Dehiwala,apartment,3,1,2255,76100000.0
Colombo,apartment,5,6,2706,123000000.0
Colombo,house,5,4,810,39800000.0
Kurunegala,house,1,2,1335,19500000.0
Colombo,apartment,4,5,4148,185300000.0
Rajagiriya,house,4,3,751,29000000.0
Colombo,house,1,2,878,33100000.0
Nugegoda,house,3,2,1651,44100000.0
Gampaha,land,0,0,7604,83500000.0
Kurunegala,apartment,4,5,1316,29600000.0
Galle,apartment,2,3,1555,37300000.0
Kurunegala,apartment,3,3,3210,51800000.0
Galle,house,3,2,2829,55700000.0
Gampaha,apartment,5,6,1953,49300000.0
Gampaha,apartment,2,2,1419,31500000.0
Colombo,house,3,3,4828,172900000.0
Kandy,house,3,4,4653,82700000.0
Rajagiriya,house,4,2,2810,85300000.0
Gampaha,house,2,1,2871,48100000.0
Nugegoda,house,5,6,3026,86000000.0
Galle,house,1,2,4962,88500000.0
Kandy,apartment,5,5,1674,44900000.0
Colombo,house,4,5,1306,55700000.0
Galle,apartment,5,4,4026,91400000.0
Nugegoda,apartment,2,2,1927,57300000.0
Colombo,house,5,3,3607,137500000.0
Colombo,house,3,3,1415,56200000.0
Battaramulla,apartment,4,5,1902,62800000.0
Kurunegala,house,2,1,3955,52200000.0
Gampaha,apartment,3,2,4935,96200000.0
Colombo,apartment,5,4,3760,177300000.0
Kurunegala,land,0,0,1397,12100000.0
Colombo,apartment,4,1,4411,187500000.0
Rajagiriya,apartment,5,4,2709,97800000.0
Galle,house,5,1,2049,44300000.0
Dehiwala,house,2,2,3581,92700000.0
Negombo,house,4,2,1273,32000000.0
Negombo,house,3,4,2547,52800000.0
Nugegoda,house,3,1,892,25800000.0
Kurunegala,apartment,5,5,1782,38700000.0
Negombo,house,5,5,1638,42200000.0
Kandy,land,0,0,3940,43800000.0
Gampaha,apartment,4,4,2916,61000000.0
Galle,apartment,1,1,1712,36700000.0
Dehiwala,house,4,2,1615,47800000.0
Negombo,apartment,2,1,768,21500000.0
Colombo,apartment,5,3,4088,184400000.0
Galle,house,2,3,3433,64500000.0
Kurunegala,apartment,4,5,1623,34200000.0
Negombo,apartment,5,4,2079,54000000.0
Battaramulla,land,0,0,6413,102700000.0
Negombo,house,2,2,2430,49300000.0
Negombo,house,2,1,819,19000000.0
Gampaha,house,3,2,3529,57100000.0
Kurunegala,house,1,2,4615,58700000.0
Gampaha,house,4,5,3373,61900000.0
Colombo,apartment,2,3,3026,127000000.0
Dehiwala,apartment,5,6,3419,114300000.0
Kandy,house,4,5,1092,29200000.0
Rajagiriya,land,0,0,4235,83100000.0
Kandy,house,2,3,1703,34100000.0
Negombo,house,4,2,2677,54300000.0
Nugegoda,house,5,3,2570,67700000.0
Kandy,house,2,3,4409,79700000.0
Rajagiriya,house,4,2,3909,115600000.0
Gampaha,house,4,1,3341,55200000.0
Nugegoda,house,4,5,1404,42000000.0
Gampaha,apartment,3,3,4573,86700000.0
Negombo,house,3,4,4871,100500000.0
Gampaha,house,5,5,1758,40800000.0
Kandy,house,3,4,1739,37300000.0
Battaramulla,apartment,5,2,1005,39900000.0
Galle,house,4,4,4133,77200000.0
Rajagiriya,land,0,0,2868,55900000.0
Kurunegala,house,2,2,3633,49200000.0
Gampaha,apartment,5,3,4407,85600000.0
Negombo,house,5,3,3319,68900000.0
Battaramulla,land,0,0,9167,151500000.0
Gampaha,house,4,5,3760,68300000.0
Nugegoda,house,3,2,3884,97300000.0
Rajagiriya,apartment,4,5,1183,52000000.0
Kurunegala,land,0,0,8795,72400000.0
Kurunegala,house,2,1,3165,43900000.0
Kandy,house,2,2,1668,31400000.0
Colombo,house,4,2,4382,164500000.0
Gampaha,apartment,3,3,4772,97200000.0
Kurunegala,house,5,3,4241,63000000.0
Colombo,house,1,2,1337,50500000.0
Kandy,apartment,4,2,4676,94400000.0
Battaramulla,house,4,5,2748,77000000.0
Nugegoda,apartment,5,2,4907,145100000.0
Battaramulla,apartment,5,4,4582,138700000.0
Battaramulla,house,2,1,4900,127500000.0
Kurunegala,house,5,2,2131,34600000.0
Dehiwala,house,1,2,1630,43300000.0
Nugegoda,apartment,1,1,1918,57000000.0
Galle,house,4,5,4117,80400000.0
Dehiwala,apartment,1,1,1195,38100000.0
Colombo,land,0,0,7238,184200000.0
Colombo,apartment,3,1,841,42600000.0
Kandy,land,0,0,4443,49500000.0
Negombo,apartment,5,5,4864,116400000.0
Colombo,house,2,1,1301,47800000.0
Negombo,house,4,4,3481,69700000.0
Nugegoda,house,3,1,2998,70800000.0
Rajagiriya,land,0,0,9695,182300000.0
Kurunegala,land,0,0,3376,27000000.0
Rajagiriya,house,4,3,2302,71300000.0
Rajagiriya,house,3,3,1854,61700000.0
Kandy,house,1,1,953,18400000.0
Galle,house,5,2,2711,58300000.0
Rajagiriya,house,3,3,958,35700000.0
Galle,apartment,4,5,1168,35100000.0
Dehiwala,house,4,1,3522,92400000.0
Colombo,house,3,3,4948,180900000.0
Rajagiriya,apartment,3,4,1428,58600000.0
Rajagiriya,apartment,2,3,2175,76200000.0
Galle,apartment,3,3,3186,72600000.0
Battaramulla,apartment,1,2,2991,89900000.0
Negombo,house,4,5,3475,70700000.0
Kandy,house,1,1,3607,59100000.0
Gampaha,house,2,3,2814,47000000.0
Galle,apartment,4,3,2772,66700000.0
Negombo,house,5,2,4000,79100000.0
Negombo,apartment,2,3,3011,72300000.0
Dehiwala,house,4,5,1437,45600000.0
Kandy,apartment,2,3,1074,27200000.0
Galle,house,3,1,3333,64400000.0
Kandy,land,0,0,5354,59600000.0
Nugegoda,house,3,3,3877,96700000.0
Kandy,house,5,3,2517,49400000.0
Colombo,apartment,1,1,815,36100000.0
Kurunegala,house,3,3,1584,26000000.0
Kurunegala,land,0,0,2036,16600000.0
Nugegoda,house,5,2,4707,118600000.0
Dehiwala,house,5,2,1272,42200000.0
Nugegoda,house,2,2,4533,104100000.0
Gampaha,house,1,1,3329,51500000.0
Rajagiriya,house,4,1,3123,96400000.0
Negombo,house,4,1,4156,83000000.0
Kandy,house,4,1,4611,83300000.0
Nugegoda,house,5,5,4576,115300000.0
Kurunegala,house,3,4,831,18000000.0
Negombo,house,2,2,3147,62700000.0
Nugegoda,apartment,5,5,3457,109300000.0
Kurunegala,apartment,2,3,2332,38600000.0
Negombo,house,4,2,4386,89900000.0
Kurunegala,house,3,1,1098,19300000.0
Kurunegala,house,4,3,4874,70400000.0
Colombo,land,0,0,6322,158400000.0
Nugegoda,house,2,3,4792,118300000.0
Colombo,house,3,3,4233,163200000.0
Galle,apartment,4,3,3500,79300000.0
Rajagiriya,house,5,2,1330,48400000.0
Rajagiriya,house,5,2,3935,117400000.0
Negombo,land,0,0,4566,60300000.0
Colombo,land,0,0,6820,171300000.0
Kurunegala,apartment,4,2,2357,41300000.0
Colombo,house,3,4,1274,52800000.0
Gampaha,house,2,2,2952,50900000.0
Kurunegala,house,1,1,3573,45100000.0
Gampaha,house,5,3,2732,49000000.0
Kandy,house,2,2,2828,50900000.0
Galle,house,2,2,4625,81000000.0
Negombo,house,1,2,1597,32300000.0
Negombo,house,5,1,4070,82500000.0
Kandy,land,0,0,2564,29400000.0
Kandy,apartment,5,2,4468,97100000.0
Galle,house,2,1,3720,70400000.0
Kurunegala,house,1,2,816,13400000.0
Kurunegala,apartment,2,2,4420,70800000.0
Negombo,apartment,4,1,4782,108200000.0
Colombo,house,5,6,4950,180500000.0
Gampaha,house,4,5,3642,63700000.0
Kurunegala,apartment,4,4,4821,76600000.0
Colombo,house,1,2,3502,129300000.0
Dehiwala,land,0,0,6956,120600000.0
Kurunegala,house,2,3,1046,18300000.0
Gampaha,apartment,3,4,2846,62100000.0
Nugegoda,land,0,0,8169,136900000.0
Gampaha,house,4,2,1425,28500000.0
Colombo,house,3,4,2833,103800000.0
Galle,house,3,1,4146,73300000.0
Negombo,house,5,4,2865,65700000.0
Nugegoda,house,1,2,2307,55000000.0
Battaramulla,apartment,5,6,1351,52200000.0
Dehiwala,apartment,1,1,987,32000000.0
Colombo,land,0,0,7073,168800000.0
Battaramulla,house,1,1,4415,107200000.0
Gampaha,house,4,3,4210,74000000.0
Kurunegala,house,3,1,1111,19300000.0
Colombo,house,2,1,1802,68000000.0
Galle,house,2,1,4682,81900000.0
Rajagiriya,house,4,3,2043,69400000.0
Rajagiriya,house,5,2,2305,76400000.0
Galle,apartment,5,4,1636,45600000.0
Battaramulla,land,0,0,8265,142900000.0
Negombo,land,0,0,5652,74500000.0
Colombo,house,2,1,3494,123300000.0
Galle,house,3,2,2310,46700000.0
Gampaha,land,0,0,1470,15100000.0
Negombo,house,4,2,3149,64700000.0
Nugegoda,house,4,2,1517,45000000.0
Galle,apartment,3,1,2288,52000000.0
Kandy,house,3,4,3607,68300000.0
Battaramulla,apartment,2,2,3455,100800000.0
Kandy,house,4,5,2763,53600000.0
Kandy,apartment,1,1,2048,41400000.0
Kandy,apartment,3,4,2823,62300000.0
Dehiwala,house,2,1,1116,33400000.0
Gampaha,house,4,5,2903,55200000.0
Nugegoda,house,5,6,3772,103900000.0
Colombo,house,1,1,4863,167600000.0
Kurunegala,house,1,2,2461,33000000.0
Negombo,house,2,2,855,20800000.0
Galle,house,2,1,2532,45700000.0
Kurunegala,land,0,0,5869,49200000.0
Dehiwala,apartment,3,3,1693,57600000.0
Rajagiriya,land,0,0,7376,140000000.0
Gampaha,house,4,2,975,23100000.0
Rajagiriya,house,3,3,3429,107200000.0
Gampaha,house,1,1,3120,49000000.0
Galle,house,5,3,870,25800000.0
Nugegoda,land,0,0,4675,76100000.0
Rajagiriya,house,1,2,2066,59800000.0
Kandy,house,4,3,2276,46800000.0
Dehiwala,apartment,4,2,2774,86800000.0
Kurunegala,house,3,2,4485,57300000.0
Negombo,apartment,2,1,1968,47200000.0
Galle,house,5,3,4735,89800000.0
Gampaha,house,1,1,3812,61300000.0
Battaramulla,house,1,1,3303,85300000.0
Gampaha,apartment,5,1,1858,43800000.0
Dehiwala,house,2,3,1422,40600000.0
Nugegoda,land,0,0,9123,140200000.0
Gampaha,house,1,1,3536,53000000.0
Nugegoda,apartment,5,4,1690,60500000.0
Battaramulla,house,4,2,2310,63500000.0
Kurunegala,house,1,1,3534,45100000.0
Nugegoda,apartment,4,1,3168,95800000.0
Nugegoda,house,5,1,3184,82700000.0
Battaramulla,house,1,2,3013,76200000.0
Rajagiriya,house,5,5,1300,51200000.0
Kandy,house,4,1,3487,63600000.0
Rajagiriya,apartment,1,1,4151,147300000.0
Colombo,house,4,2,4905,175900000.0
Dehiwala,house,2,1,4484,120200000.0
Colombo,house,5,1,2854,106900000.0
Kurunegala,house,4,3,3263,48100000.0
Colombo,apartment,2,1,1678,77700000.0
Negombo,house,3,2,1744,38300000.0
Rajagiriya,house,4,2,1608,54500000.0
Colombo,house,3,2,2813,105500000.0
Dehiwala,house,2,3,3025,79800000.0
Galle,house,3,4,1839,38100000.0
Nugegoda,house,3,4,4948,120300000.0
Colombo,land,0,0,3860,96900000.0
Kurunegala,apartment,2,2,4532,69200000.0
Kurunegala,house,3,3,3415,47400000.0
Kandy,house,2,1,4680,77900000.0
Battaramulla,house,2,1,2567,65600000.0
Dehiwala,land,0,0,6993,122700000.0
Nugegoda,house,3,3,4620,117900000.0
Gampaha,house,3,4,4348,72100000.0
Nugegoda,house,5,2,4440,106900000.0
Rajagiriya,apartment,4,4,963,44200000.0
Gampaha,apartment,3,3,3721,73400000.0
Kandy,apartment,5,2,3236,68700000.0
Negombo,house,1,1,2476,47900000.0
Dehiwala,house,4,3,1044,34100000.0
Kurunegala,apartment,3,4,1859,35200000.0
Battaramulla,house,2,3,1914,54000000.0
Kandy,house,3,3,4946,87900000.0
Rajagiriya,house,3,1,3646,111200000.0
Rajagiriya,apartment,3,4,3833,133100000.0
Rajagiriya,apartment,5,1,3444,119400000.0
Colombo,house,3,4,4083,147700000.0
Kandy,apartment,2,3,1724,39900000.0
Negombo,house,2,1,2136,40600000.0
Gampaha,house,2,3,2913,51900000.0
Rajagiriya,house,4,2,2915,86200000.0
Kandy,house,4,5,1742,40100000.0
Kandy,house,2,1,3828,66600000.0
Gampaha,house,4,5,4465,74600000.0
Galle,house,4,5,4556,87400000.0
Kurunegala,apartment,4,3,1621,33500000.0
Gampaha,apartment,2,2,2855,56400000.0
Dehiwala,apartment,5,2,1542,57000000.0
Galle,house,3,4,1964,41400000.0
Dehiwala,apartment,5,3,4828,163000000.0
